,グラフ,順位,チーム,勝点,試合,勝,分,敗,得点,失点,得失点差,直近試合の勝敗,Unnamed: 12,Unnamed: 13,年度,カテゴリ,節,年間勝点順位,総勝点,Unnamed: 14,Unnamed: 15
17,グラフ,18,横浜ＦＣ,9,8,2,3,3,6,9,-3,,,144.0,2013,Ｊリーグ　ディビジョン２,8,,,,
18,グラフ,19,ギラヴァンツ北九州,8,8,2,2,4,8,14,-6,,,402.0,2013,Ｊリーグ　ディビジョン２,8,,,,
19,グラフ,20,ロアッソ熊本,7,8,1,4,3,7,11,-4,,,431.0,2013,Ｊリーグ　ディビジョン２,8,,,,
20,グラフ,21,ザスパクサツ群馬,6,8,1,3,4,3,12,-9,,,101.0,2013,Ｊリーグ　ディビジョン２,8,,,,
21,グラフ,22,ＦＣ岐阜,5,8,1,2,5,2,14,-12,,,232.0,2013,Ｊリーグ　ディビジョン２,8,,,,
0,グラフ,1,ヴィッセル神戸,22,9,7,1,1,16,7,9,,,281.0,2013,Ｊリーグ　ディビジョン２,9,,,,
1,グラフ,2,ガンバ大阪,17,9,4,5,0,14,8,6,,,271.0,2013,Ｊリーグ　ディビジョン２,9,,,,
2,グラフ,3,Ｖ・ファーレン長崎,17,9,5,2,2,12,10,2,,,421.0,2013,Ｊリーグ　ディビジョン２,9,,,,
3,グラフ,4,ファジアーノ岡山,15,9,3,6,0,9,6,3,,,331.0,2013,Ｊリーグ　ディビジョン２,9,,,,
4,グラフ,5,東京ヴェルディ,14,9,3,5,1,11,4,7,,,131.0,2013,Ｊリーグ　ディビジョン２,9,,,,
5,グラフ,6,栃木ＳＣ,14,9,4,2,3,9,6,3,,,90.0,2013,Ｊリーグ　ディビジョン２,9,,,,
6,グラフ,7,愛媛ＦＣ,14,9,4,2,3,8,5,3,,,381.0,2013,Ｊリーグ　ディビジョン２,9,,,,
7,グラフ,8,カターレ富山,14,9,4,2,3,9,8,1,,,192.0,2013,Ｊリーグ　ディビジョン２,9,,,,
8,グラフ,8,アビスパ福岡,14,9,4,2,3,9,8,1,,,401.0,2013,Ｊリーグ　ディビジョン２,9,,,,
9,グラフ,10,ジェフユナイテッド千葉,13,9,3,4,2,13,6,7,,,121.0,2013,Ｊリーグ　ディビジョン２,9,,,,
10,グラフ,11,京都サンガF.C.,12,9,3,3,3,14,10,4,,,261.0,2013,Ｊリーグ　ディビジョン２,9,,,,
11,グラフ,12,モンテディオ山形,12,9,4,0,5,13,12,1,,,60.0,2013,Ｊリーグ　ディビジョン２,9,,,,
12,グラフ,13,水戸ホーリーホック,12,9,3,3,3,9,9,0,,,81.0,2013,Ｊリーグ　ディビジョン２,9,,,,
13,グラフ,14,コンサドーレ札幌,12,9,4,0,5,10,11,-1,,,11.0,2013,Ｊリーグ　ディビジョン２,9,,,,
14,グラフ,15,松本山雅ＦＣ,11,9,3,2,4,10,11,-1,,,160.0,2013,Ｊリーグ　ディビジョン２,9,,,,
15,グラフ,16,徳島ヴォルティス,10,9,3,1,5,10,12,-2,,,361.0,2013,Ｊリーグ　ディビジョン２,9,,,,
16,グラフ,17,ガイナーレ鳥取,10,9,2,4,3,8,12,-4,,,310.0,2013,Ｊリーグ　ディビジョン２,9,,,,
17,グラフ,18,横浜ＦＣ,9,9,2,3,4,7,11,-4,,,144.0,2013,Ｊリーグ　ディビジョン２,9,,,,
18,グラフ,19,ギラヴァンツ北九州,8,9,2,2,5,9,16,-7,,,402.0,2013,Ｊリーグ　ディビジョン２,9,,,,
19,グラフ,20,ロアッソ熊本,7,9,1,4,4,7,12,-5,,,431.0,2013,Ｊリーグ　ディビジョン２,9,,,,
20,グラフ,21,ザスパクサツ群馬,6,9,1,3,5,3,13,-10,,,101.0,2013,Ｊリーグ　ディビジョン２,9,,,,
21,グラフ,22,ＦＣ岐阜,5,9,1,2,6,4,17,-13,,,232.0,2013,Ｊリーグ　ディビジョン２,9,,,,
0,グラフ,1,ヴィッセル神戸,25,10,8,1,1,18,8,10,,,281.0,2013,Ｊリーグ　ディビジョン２,10,,,,
1,グラフ,2,ガンバ大阪,20,10,5,5,0,18,8,10,,,271.0,2013,Ｊリーグ　ディビジョン２,10,,,,
2,グラフ,3,ファジアーノ岡山,18,10,4,6,0,11,6,5,,,331.0,2013,Ｊリーグ　ディビジョン２,10,,,,
3,グラフ,4,Ｖ・ファーレン長崎,18,10,5,3,2,12,10,2,,,421.0,2013,Ｊリーグ　ディビジョン２,10,,,,
4,グラフ,5,栃木ＳＣ,17,10,5,2,3,11,6,5,,,90.0,2013,Ｊリーグ　ディビジョン２,10,,,,
5,グラフ,6,京都サンガF.C.,15,10,4,3,3,17,10,7,,,261.0,2013,Ｊリーグ　ディビジョン２,10,,,,
6,グラフ,7,モンテディオ山形,15,10,5,0,5,14,12,2,,,60.0,2013,Ｊリーグ　ディビジョン２,10,,,,
7,グラフ,8,水戸ホーリーホック,15,10,4,3,3,11,9,2,,,81.0,2013,Ｊリーグ　ディビジョン２,10,,,,
8,グラフ,9,アビスパ福岡,15,10,4,3,3,10,9,1,,,401.0,2013,Ｊリーグ　ディビジョン２,10,,,,
9,グラフ,10,ジェフユナイテッド千葉,14,10,3,5,2,14,7,7,,,121.0,2013,Ｊリーグ　ディビジョン２,10,,,,
10,グラフ,11,東京ヴェルディ,14,9,3,5,1,11,4,7,,,131.0,2013,Ｊリーグ　ディビジョン２,10,,,,
11,グラフ,12,愛媛ＦＣ,14,10,4,2,4,10,8,2,,,381.0,2013,Ｊリーグ　ディビジョン２,10,,,,
12,グラフ,13,カターレ富山,14,10,4,2,4,9,12,-3,,,192.0,2013,Ｊリーグ　ディビジョン２,10,,,,
13,グラフ,14,徳島ヴォルティス,13,10,4,1,5,13,14,-1,,,361.0,2013,Ｊリーグ　ディビジョン２,10,,,,
14,グラフ,15,コンサドーレ札幌,13,10,4,1,5,10,11,-1,,,11.0,2013,Ｊリーグ　ディビジョン２,10,,,,
15,グラフ,16,松本山雅ＦＣ,11,9,3,2,4,10,11,-1,,,160.0,2013,Ｊリーグ　ディビジョン２,10,,,,
16,グラフ,17,ガイナーレ鳥取,10,10,2,4,4,8,15,-7,,,310.0,2013,Ｊリーグ　ディビジョン２,10,,,,
17,グラフ,18,横浜ＦＣ,9,10,2,3,5,8,13,-5,,,144.0,2013,Ｊリーグ　ディビジョン２,10,,,,
18,グラフ,19,ギラヴァンツ北九州,8,10,2,2,6,9,18,-9,,,402.0,2013,Ｊリーグ　ディビジョン２,10,,,,
19,グラフ,20,ロアッソ熊本,7,10,1,4,5,7,13,-6,,,431.0,2013,Ｊリーグ　ディビジョン２,10,,,,
20,グラフ,21,ザスパクサツ群馬,6,10,1,3,6,3,15,-12,,,101.0,2013,Ｊリーグ　ディビジョン２,10,,,,
21,グラフ,22,ＦＣ岐阜,5,10,1,2,7,4,19,-15,,,232.0,2013,Ｊリーグ　ディビジョン２,10,,,,
0,グラフ,1,ヴィッセル神戸,26,11,8,2,1,21,11,10,,,281.0,2013,Ｊリーグ　ディビジョン２,11,,,,
1,グラフ,2,ガンバ大阪,21,11,5,6,0,19,9,10,,,271.0,2013,Ｊリーグ　ディビジョン２,11,,,,
2,グラフ,3,Ｖ・ファーレン長崎,21,11,6,3,2,14,10,4,,,421.0,2013,Ｊリーグ　ディビジョン２,11,,,,
3,グラフ,4,栃木ＳＣ,20,11,6,2,3,13,6,7,,,90.0,2013,Ｊリーグ　ディビジョン２,11,,,,
4,グラフ,5,ファジアーノ岡山,19,11,4,7,0,14,9,5,,,331.0,2013,Ｊリーグ　ディビジョン２,11,,,,
5,グラフ,6,京都サンガF.C.,16,11,4,4,3,20,13,7,,,261.0,2013,Ｊリーグ　ディビジョン２,11,,,,
6,グラフ,7,モンテディオ山形,16,11,5,1,5,15,13,2,,,60.0,2013,Ｊリーグ　ディビジョン２,11,,,,
7,グラフ,8,水戸ホーリーホック,16,11,4,4,3,13,11,2,,,81.0,2013,Ｊリーグ　ディビジョン２,11,,,,
8,グラフ,9,ジェフユナイテッド千葉,15,11,3,6,2,17,10,7,,,121.0,2013,Ｊリーグ　ディビジョン２,11,,,,
9,グラフ,10,東京ヴェルディ,15,10,3,6,1,12,5,7,,,131.0,2013,Ｊリーグ　ディビジョン２,11,,,,
10,グラフ,11,アビスパ福岡,15,11,4,3,4,10,10,0,,,401.0,2013,Ｊリーグ　ディビジョン２,11,,,,
11,グラフ,12,カターレ富山,15,11,4,3,4,10,13,-3,,,192.0,2013,Ｊリーグ　ディビジョン２,11,,,,
12,グラフ,13,松本山雅ＦＣ,14,10,4,2,4,11,11,0,,,160.0,2013,Ｊリーグ　ディビジョン２,11,,,,
13,グラフ,14,愛媛ＦＣ,14,11,4,2,5,10,10,0,,,381.0,2013,Ｊリーグ　ディビジョン２,11,,,,
14,グラフ,15,コンサドーレ札幌,13,11,4,1,6,11,14,-3,,,11.0,2013,Ｊリーグ　ディビジョン２,11,,,,
15,グラフ,16,徳島ヴォルティス,13,11,4,1,6,14,18,-4,,,361.0,2013,Ｊリーグ　ディビジョン２,11,,,,
16,グラフ,17,ガイナーレ鳥取,11,11,2,5,4,9,16,-7,,,310.0,2013,Ｊリーグ　ディビジョン２,11,,,,
17,グラフ,18,ロアッソ熊本,10,11,2,4,5,10,14,-4,,,431.0,2013,Ｊリーグ　ディビジョン２,11,,,,
18,グラフ,19,横浜ＦＣ,10,11,2,4,5,10,15,-5,,,144.0,2013,Ｊリーグ　ディビジョン２,11,,,,
19,グラフ,20,ザスパクサツ群馬,9,11,2,3,6,7,16,-9,,,101.0,2013,Ｊリーグ　ディビジョン２,11,,,,
20,グラフ,21,ギラヴァンツ北九州,8,11,2,2,7,9,20,-11,,,402.0,2013,Ｊリーグ　ディビジョン２,11,,,,
21,グラフ,22,ＦＣ岐阜,6,11,1,3,7,5,20,-15,,,232.0,2013,Ｊリーグ　ディビジョン２,11,,,,
0,グラフ,1,ヴィッセル神戸,27,12,8,3,1,21,11,10,,,281.0,2013,Ｊリーグ　ディビジョン２,12,,,,
1,グラフ,2,ガンバ大阪,24,12,6,6,0,21,9,12,,,271.0,2013,Ｊリーグ　ディビジョン２,12,,,,
2,グラフ,3,Ｖ・ファーレン長崎,24,12,7,3,2,15,10,5,,,421.0,2013,Ｊリーグ　ディビジョン２,12,,,,
3,グラフ,4,栃木ＳＣ,23,12,7,2,3,14,6,8,,,90.0,2013,Ｊリーグ　ディビジョン２,12,,,,
4,グラフ,5,京都サンガF.C.,19,12,5,4,3,21,13,8,,,261.0,2013,Ｊリーグ　ディビジョン２,12,,,,
5,グラフ,6,モンテディオ山形,19,12,6,1,5,18,14,4,,,60.0,2013,Ｊリーグ　ディビジョン２,12,,,,
6,グラフ,7,ファジアーノ岡山,19,12,4,7,1,14,10,4,,,331.0,2013,Ｊリーグ　ディビジョン２,12,,,,
7,グラフ,8,ジェフユナイテッド千葉,18,12,4,6,2,19,10,9,,,121.0,2013,Ｊリーグ　ディビジョン２,12,,,,
8,グラフ,9,水戸ホーリーホック,16,12,4,4,4,15,14,1,,,81.0,2013,Ｊリーグ　ディビジョン２,12,,,,
9,グラフ,10,アビスパ福岡,16,12,4,4,4,10,10,0,,,401.0,2013,Ｊリーグ　ディビジョン２,12,,,,
10,グラフ,11,徳島ヴォルティス,16,12,5,1,6,15,18,-3,,,361.0,2013,Ｊリーグ　ディビジョン２,12,,,,
11,グラフ,12,東京ヴェルディ,15,11,3,6,2,13,8,5,,,131.0,2013,Ｊリーグ　ディビジョン２,12,,,,
12,グラフ,13,松本山雅ＦＣ,15,11,4,3,4,12,12,0,,,160.0,2013,Ｊリーグ　ディビジョン２,12,,,,
13,グラフ,14,カターレ富山,15,12,4,3,5,11,16,-5,,,192.0,2013,Ｊリーグ　ディビジョン２,12,,,,
14,グラフ,15,愛媛ＦＣ,14,12,4,2,6,10,12,-2,,,381.0,2013,Ｊリーグ　ディビジョン２,12,,,,
15,グラフ,16,横浜ＦＣ,13,12,3,4,5,13,16,-3,,,144.0,2013,Ｊリーグ　ディビジョン２,12,,,,
16,グラフ,16,ロアッソ熊本,13,12,3,4,5,13,16,-3,,,431.0,2013,Ｊリーグ　ディビジョン２,12,,,,
17,グラフ,18,コンサドーレ札幌,13,12,4,1,7,11,15,-4,,,11.0,2013,Ｊリーグ　ディビジョン２,12,,,,
18,グラフ,19,ガイナーレ鳥取,11,12,2,5,5,9,17,-8,,,310.0,2013,Ｊリーグ　ディビジョン２,12,,,,
19,グラフ,20,ザスパクサツ群馬,10,12,2,4,6,8,17,-9,,,101.0,2013,Ｊリーグ　ディビジョン２,12,,,,
20,グラフ,21,ギラヴァンツ北九州,8,12,2,2,8,9,21,-12,,,402.0,2013,Ｊリーグ　ディビジョン２,12,,,,
21,グラフ,22,ＦＣ岐阜,6,12,1,3,8,5,22,-17,,,232.0,2013,Ｊリーグ　ディビジョン２,12,,,,
0,グラフ,1,ヴィッセル神戸,30,13,9,3,1,23,11,12,,,281.0,2013,Ｊリーグ　ディビジョン２,13,,,,
1,グラフ,2,Ｖ・ファーレン長崎,25,13,7,4,2,15,10,5,,,421.0,2013,Ｊリーグ　ディビジョン２,13,,,,
2,グラフ,3,ガンバ大阪,24,13,6,6,1,21,11,10,,,271.0,2013,Ｊリーグ　ディビジョン２,13,,,,
3,グラフ,4,栃木ＳＣ,23,13,7,2,4,14,9,5,,,90.0,2013,Ｊリーグ　ディビジョン２,13,,,,
4,グラフ,5,ファジアーノ岡山,22,13,5,7,1,18,13,5,,,331.0,2013,Ｊリーグ　ディビジョン２,13,,,,
5,グラフ,6,ジェフユナイテッド千葉,21,13,5,6,2,20,10,10,,,121.0,2013,Ｊリーグ　ディビジョン２,13,,,,
6,グラフ,7,京都サンガF.C.,19,13,5,4,4,21,14,7,,,261.0,2013,Ｊリーグ　ディビジョン２,13,,,,
7,グラフ,8,モンテディオ山形,19,13,6,1,6,21,18,3,,,60.0,2013,Ｊリーグ　ディビジョン２,13,,,,
8,グラフ,9,アビスパ福岡,19,13,5,4,4,11,10,1,,,401.0,2013,Ｊリーグ　ディビジョン２,13,,,,
9,グラフ,10,東京ヴェルディ,18,12,4,6,2,14,8,6,,,131.0,2013,Ｊリーグ　ディビジョン２,13,,,,
10,グラフ,11,松本山雅ＦＣ,18,12,5,3,4,13,12,1,,,160.0,2013,Ｊリーグ　ディビジョン２,13,,,,
11,グラフ,12,水戸ホーリーホック,17,13,4,5,4,15,14,1,,,81.0,2013,Ｊリーグ　ディビジョン２,13,,,,
12,グラフ,13,愛媛ＦＣ,17,13,5,2,6,13,12,1,,,381.0,2013,Ｊリーグ　ディビジョン２,13,,,,
13,グラフ,14,ロアッソ熊本,16,13,4,4,5,16,16,0,,,431.0,2013,Ｊリーグ　ディビジョン２,13,,,,
14,グラフ,15,コンサドーレ札幌,16,13,5,1,7,13,16,-3,,,11.0,2013,Ｊリーグ　ディビジョン２,13,,,,
15,グラフ,16,カターレ富山,16,13,4,4,5,12,17,-5,,,192.0,2013,Ｊリーグ　ディビジョン２,13,,,,
16,グラフ,17,徳島ヴォルティス,16,13,5,1,7,15,21,-6,,,361.0,2013,Ｊリーグ　ディビジョン２,13,,,,
17,グラフ,18,横浜ＦＣ,13,13,3,4,6,13,17,-4,,,144.0,2013,Ｊリーグ　ディビジョン２,13,,,,
18,グラフ,19,ガイナーレ鳥取,12,13,2,6,5,10,18,-8,,,310.0,2013,Ｊリーグ　ディビジョン２,13,,,,
19,グラフ,20,ザスパクサツ群馬,10,13,2,4,7,8,18,-10,,,101.0,2013,Ｊリーグ　ディビジョン２,13,,,,
20,グラフ,21,ギラヴァンツ北九州,8,13,2,2,9,10,23,-13,,,402.0,2013,Ｊリーグ　ディビジョン２,13,,,,
21,グラフ,22,ＦＣ岐阜,6,13,1,3,9,5,23,-18,,,232.0,2013,Ｊリーグ　ディビジョン２,13,,,,
0,グラフ,1,ヴィッセル神戸,30,14,9,3,2,24,13,11,,,281.0,2013,Ｊリーグ　ディビジョン２,14,,,,
1,グラフ,2,ガンバ大阪,27,14,7,6,1,24,13,11,,,271.0,2013,Ｊリーグ　ディビジョン２,14,,,,
2,グラフ,3,Ｖ・ファーレン長崎,26,14,7,5,2,17,12,5,,,421.0,2013,Ｊリーグ　ディビジョン２,14,,,,
3,グラフ,4,ジェフユナイテッド千葉,24,14,6,6,2,23,12,11,,,121.0,2013,Ｊリーグ　ディビジョン２,14,,,,
4,グラフ,5,栃木ＳＣ,24,14,7,3,4,16,11,5,,,90.0,2013,Ｊリーグ　ディビジョン２,14,,,,
5,グラフ,6,ファジアーノ岡山,23,14,5,8,1,18,13,5,,,331.0,2013,Ｊリーグ　ディビジョン２,14,,,,
6,グラフ,7,京都サンガF.C.,22,14,6,4,4,23,15,8,,,261.0,2013,Ｊリーグ　ディビジョン２,14,,,,
7,グラフ,8,東京ヴェルディ,21,13,5,6,2,16,9,7,,,131.0,2013,Ｊリーグ　ディビジョン２,14,,,,
8,グラフ,9,モンテディオ山形,19,14,6,1,7,21,19,2,,,60.0,2013,Ｊリーグ　ディビジョン２,14,,,,
9,グラフ,10,松本山雅ＦＣ,19,13,5,4,4,14,13,1,,,160.0,2013,Ｊリーグ　ディビジョン２,14,,,,
10,グラフ,11,アビスパ福岡,19,14,5,4,5,13,13,0,,,401.0,2013,Ｊリーグ　ディビジョン２,14,,,,
11,グラフ,12,コンサドーレ札幌,19,14,6,1,7,14,16,-2,,,11.0,2013,Ｊリーグ　ディビジョン２,14,,,,
12,グラフ,13,徳島ヴォルティス,19,14,6,1,7,18,22,-4,,,361.0,2013,Ｊリーグ　ディビジョン２,14,,,,
13,グラフ,14,愛媛ＦＣ,18,14,5,3,6,13,12,1,,,381.0,2013,Ｊリーグ　ディビジョン２,14,,,,
14,グラフ,15,ロアッソ熊本,17,14,4,5,5,16,16,0,,,431.0,2013,Ｊリーグ　ディビジョン２,14,,,,
15,グラフ,16,水戸ホーリーホック,17,14,4,5,5,16,17,-1,,,81.0,2013,Ｊリーグ　ディビジョン２,14,,,,
16,グラフ,17,カターレ富山,16,14,4,4,6,14,20,-6,,,192.0,2013,Ｊリーグ　ディビジョン２,14,,,,
17,グラフ,18,横浜ＦＣ,14,14,3,5,6,13,17,-4,,,144.0,2013,Ｊリーグ　ディビジョン２,14,,,,
18,グラフ,19,ガイナーレ鳥取,13,14,2,7,5,10,18,-8,,,310.0,2013,Ｊリーグ　ディビジョン２,14,,,,
19,グラフ,20,ザスパクサツ群馬,10,14,2,4,8,9,20,-11,,,101.0,2013,Ｊリーグ　ディビジョン２,14,,,,
20,グラフ,21,ギラヴァンツ北九州,9,14,2,3,9,11,24,-13,,,402.0,2013,Ｊリーグ　ディビジョン２,14,,,,
21,グラフ,22,ＦＣ岐阜,7,14,1,4,9,5,23,-18,,,232.0,2013,Ｊリーグ　ディビジョン２,14,,,,
0,グラフ,1,ヴィッセル神戸,33,15,10,3,2,28,15,13,,,281.0,2013,Ｊリーグ　ディビジョン２,15,,,,
1,グラフ,2,ガンバ大阪,30,15,8,6,1,29,14,15,,,271.0,2013,Ｊリーグ　ディビジョン２,15,,,,
2,グラフ,3,ジェフユナイテッド千葉,27,15,7,6,2,24,12,12,,,121.0,2013,Ｊリーグ　ディビジョン２,15,,,,
3,グラフ,4,栃木ＳＣ,27,15,8,3,4,20,12,8,,,90.0,2013,Ｊリーグ　ディビジョン２,15,,,,
4,グラフ,5,ファジアーノ岡山,26,15,6,8,1,20,13,7,,,331.0,2013,Ｊリーグ　ディビジョン２,15,,,,
5,グラフ,6,Ｖ・ファーレン長崎,26,15,7,5,3,17,13,4,,,421.0,2013,Ｊリーグ　ディビジョン２,15,,,,
6,グラフ,7,京都サンガF.C.,25,15,7,4,4,24,15,9,,,261.0,2013,Ｊリーグ　ディビジョン２,15,,,,
7,グラフ,8,東京ヴェルディ,23,15,5,8,2,17,10,7,,,131.0,2013,Ｊリーグ　ディビジョン２,15,,,,
8,グラフ,9,モンテディオ山形,22,15,7,1,7,27,19,8,,,60.0,2013,Ｊリーグ　ディビジョン２,15,,,,
9,グラフ,10,アビスパ福岡,22,15,6,4,5,15,14,1,,,401.0,2013,Ｊリーグ　ディビジョン２,15,,,,
10,グラフ,11,水戸ホーリーホック,20,15,5,5,5,20,18,2,,,81.0,2013,Ｊリーグ　ディビジョン２,15,,,,
11,グラフ,12,松本山雅ＦＣ,20,15,5,5,5,14,14,0,,,160.0,2013,Ｊリーグ　ディビジョン２,15,,,,
12,グラフ,13,コンサドーレ札幌,20,15,6,2,7,15,17,-2,,,11.0,2013,Ｊリーグ　ディビジョン２,15,,,,
13,グラフ,14,徳島ヴォルティス,19,15,6,1,8,18,24,-6,,,361.0,2013,Ｊリーグ　ディビジョン２,15,,,,
14,グラフ,15,愛媛ＦＣ,18,15,5,3,7,15,16,-1,,,381.0,2013,Ｊリーグ　ディビジョン２,15,,,,
15,グラフ,16,ロアッソ熊本,17,15,4,5,6,17,20,-3,,,431.0,2013,Ｊリーグ　ディビジョン２,15,,,,
16,グラフ,17,カターレ富山,16,15,4,4,7,15,22,-7,,,192.0,2013,Ｊリーグ　ディビジョン２,15,,,,
17,グラフ,18,横浜ＦＣ,15,15,3,6,6,14,18,-4,,,144.0,2013,Ｊリーグ　ディビジョン２,15,,,,
18,グラフ,19,ガイナーレ鳥取,13,15,2,7,6,10,24,-14,,,310.0,2013,Ｊリーグ　ディビジョン２,15,,,,
19,グラフ,20,ギラヴァンツ北九州,10,15,2,4,9,12,25,-13,,,402.0,2013,Ｊリーグ　ディビジョン２,15,,,,
20,グラフ,21,ザスパクサツ群馬,10,15,2,4,9,10,25,-15,,,101.0,2013,Ｊリーグ　ディビジョン２,15,,,,
21,グラフ,22,ＦＣ岐阜,7,15,1,4,10,6,27,-21,,,232.0,2013,Ｊリーグ　ディビジョン２,15,,,,
0,グラフ,1,ガンバ大阪,33,16,9,6,1,31,15,16,,,271.0,2013,Ｊリーグ　ディビジョン２,16,,,,
1,グラフ,2,ヴィッセル神戸,33,16,10,3,3,28,16,12,,,281.0,2013,Ｊリーグ　ディビジョン２,16,,,,
2,グラフ,3,Ｖ・ファーレン長崎,29,16,8,5,3,19,14,5,,,421.0,2013,Ｊリーグ　ディビジョン２,16,,,,
3,グラフ,4,京都サンガF.C.,28,16,8,4,4,26,16,10,,,261.0,2013,Ｊリーグ　ディビジョン２,16,,,,
4,グラフ,5,栃木ＳＣ,28,16,8,4,4,20,12,8,,,90.0,2013,Ｊリーグ　ディビジョン２,16,,,,
5,グラフ,6,ジェフユナイテッド千葉,27,16,7,6,3,25,14,11,,,121.0,2013,Ｊリーグ　ディビジョン２,16,,,,
6,グラフ,7,ファジアーノ岡山,26,16,6,8,2,22,16,6,,,331.0,2013,Ｊリーグ　ディビジョン２,16,,,,
7,グラフ,8,アビスパ福岡,25,16,7,4,5,17,15,2,,,401.0,2013,Ｊリーグ　ディビジョン２,16,,,,
8,グラフ,9,東京ヴェルディ,23,16,5,8,3,18,12,6,,,131.0,2013,Ｊリーグ　ディビジョン２,16,,,,
9,グラフ,10,水戸ホーリーホック,23,16,6,5,5,21,18,3,,,81.0,2013,Ｊリーグ　ディビジョン２,16,,,,
10,グラフ,11,松本山雅ＦＣ,23,16,6,5,5,17,14,3,,,160.0,2013,Ｊリーグ　ディビジョン２,16,,,,
11,グラフ,12,モンテディオ山形,22,16,7,1,8,28,21,7,,,60.0,2013,Ｊリーグ　ディビジョン２,16,,,,
12,グラフ,13,徳島ヴォルティス,22,16,7,1,8,20,25,-5,,,361.0,2013,Ｊリーグ　ディビジョン２,16,,,,
13,グラフ,14,ロアッソ熊本,20,16,5,5,6,20,22,-2,,,431.0,2013,Ｊリーグ　ディビジョン２,16,,,,
14,グラフ,15,コンサドーレ札幌,20,16,6,2,8,15,18,-3,,,11.0,2013,Ｊリーグ　ディビジョン２,16,,,,
15,グラフ,16,愛媛ＦＣ,18,16,5,3,8,16,18,-2,,,381.0,2013,Ｊリーグ　ディビジョン２,16,,,,
16,グラフ,17,横浜ＦＣ,16,16,3,7,6,14,18,-4,,,144.0,2013,Ｊリーグ　ディビジョン２,16,,,,
17,グラフ,18,カターレ富山,16,16,4,4,8,15,25,-10,,,192.0,2013,Ｊリーグ　ディビジョン２,16,,,,
18,グラフ,19,ガイナーレ鳥取,16,16,3,7,6,11,24,-13,,,310.0,2013,Ｊリーグ　ディビジョン２,16,,,,
19,グラフ,20,ギラヴァンツ北九州,11,16,2,5,9,12,25,-13,,,402.0,2013,Ｊリーグ　ディビジョン２,16,,,,
20,グラフ,21,ザスパクサツ群馬,11,16,2,5,9,10,25,-15,,,101.0,2013,Ｊリーグ　ディビジョン２,16,,,,
21,グラフ,22,ＦＣ岐阜,7,16,1,4,11,7,29,-22,,,232.0,2013,Ｊリーグ　ディビジョン２,16,,,,
0,グラフ,1,ガンバ大阪,36,17,10,6,1,34,15,19,,,271.0,2013,Ｊリーグ　ディビジョン２,17,,,,
1,グラフ,2,ヴィッセル神戸,36,17,11,3,3,30,16,14,,,281.0,2013,Ｊリーグ　ディビジョン２,17,,,,
2,グラフ,3,Ｖ・ファーレン長崎,32,17,9,5,3,21,15,6,,,421.0,2013,Ｊリーグ　ディビジョン２,17,,,,
3,グラフ,4,京都サンガF.C.,28,17,8,4,5,27,18,9,,,261.0,2013,Ｊリーグ　ディビジョン２,17,,,,
4,グラフ,5,栃木ＳＣ,28,17,8,4,5,20,15,5,,,90.0,2013,Ｊリーグ　ディビジョン２,17,,,,
5,グラフ,6,ジェフユナイテッド千葉,27,17,7,6,4,26,17,9,,,121.0,2013,Ｊリーグ　ディビジョン２,17,,,,
6,グラフ,7,ファジアーノ岡山,27,17,6,9,2,22,16,6,,,331.0,2013,Ｊリーグ　ディビジョン２,17,,,,
7,グラフ,8,東京ヴェルディ,26,17,6,8,3,20,13,7,,,131.0,2013,Ｊリーグ　ディビジョン２,17,,,,
8,グラフ,9,アビスパ福岡,26,17,7,5,5,18,16,2,,,401.0,2013,Ｊリーグ　ディビジョン２,17,,,,
9,グラフ,10,モンテディオ山形,25,17,8,1,8,31,22,9,,,60.0,2013,Ｊリーグ　ディビジョン２,17,,,,
10,グラフ,11,松本山雅ＦＣ,23,17,6,5,6,17,15,2,,,160.0,2013,Ｊリーグ　ディビジョン２,17,,,,
11,グラフ,12,水戸ホーリーホック,23,17,6,5,6,21,20,1,,,81.0,2013,Ｊリーグ　ディビジョン２,17,,,,
12,グラフ,13,コンサドーレ札幌,23,17,7,2,8,17,18,-1,,,11.0,2013,Ｊリーグ　ディビジョン２,17,,,,
13,グラフ,14,徳島ヴォルティス,22,17,7,1,9,21,27,-6,,,361.0,2013,Ｊリーグ　ディビジョン２,17,,,,
14,グラフ,15,ロアッソ熊本,21,17,5,6,6,21,23,-2,,,431.0,2013,Ｊリーグ　ディビジョン２,17,,,,
15,グラフ,16,カターレ富山,19,17,5,4,8,17,26,-9,,,192.0,2013,Ｊリーグ　ディビジョン２,17,,,,
16,グラフ,17,ガイナーレ鳥取,19,17,4,7,6,12,24,-12,,,310.0,2013,Ｊリーグ　ディビジョン２,17,,,,
17,グラフ,18,愛媛ＦＣ,18,17,5,3,9,17,20,-3,,,381.0,2013,Ｊリーグ　ディビジョン２,17,,,,
18,グラフ,19,横浜ＦＣ,16,17,3,7,7,14,20,-6,,,144.0,2013,Ｊリーグ　ディビジョン２,17,,,,
